Word;Freq_HAL;I_Mean_RT;I_Zscore
turnips;152;701.31;-0.31
turnkey;701;1144.88;45108
turnoff;162;685.56;-0.22
turnout;792;741.06;-0.21
turnouts;176;793.97;-0.02
turnover;1264;591.55;-0.55
turnpike;975;778.38;-0.07
turnpikes;37;780.47;0
turns;26163;609.22;-0.62
turnstile;50;905.47;0.6
turntable;703;855;0.18
turpentine;122;933.32;0.22
turquoise;368;706.79;-0.21
turret;583;799.47;0.25
turrets;371;708;0.09
turtle;4483;672;-0.57
turtledove;118;888.81;0.33
turtleneck;195;881.21;0.06
turtles;1571;712.56;-0.34
tush;147;798.07;0.14
tusk;218;727.46;-0.16
tusks;164;623.03;-0.22
tussle;92;760.84;-0.11
tutelage;136;996.5;0.95
tutor;5385;604.15;-0.66
tutorial;6464;714.78;-0.34
tutorials;3400;724.76;-0.19
tutoring;748;687.32;-0.32
tutors;566;706.52;-0.36
tutu;142;937.65;0.49
tux;338;789.82;-0.11
tuxedo;633;731.09;-0.33
tuxedoed;4;1038.39;0.86
twain;3182;716.57;-0.24
twain's;92;698.13;-0.19
twang;199;860.33;0.3
tweak;1453;779.23;-0.01
tweed;334;831.85;0.05
tweedy;34;916.52;0.35
tweet;270;724.19;0.02
tweezed;5;722.23;-0.11
tweezer;218;780.36;-0.22
twelfth;506;795.85;0.17
twelve;6793;681.84;-0.35
twenties;833;652.28;-0.35
twentieth;1588;908.65;0.19
twenty;10756;666.09;-0.51
twerp;246;893.29;0.06
twice;46140;646.58;-0.53
twiddle;4721;801.04;0.08
twig;240;648.52;-0.31
twigged;16;866.14;0.26
twigs;282;623.45;-0.44
twilight;2616;743.48;-0.21
twill;72;817.36;0.17
twin;7940;606.03;-0.66
twine;324;764.73;0
twined;51;842.88;0.07
twinge;220;729.96;-0.08
twinges;58;766.64;-0.06
twinkle;506;666.82;-0.36
twinkling;208;659.81;-0.37
twins;3742;605.55;-0.69
twirl;168;674.27;-0.29
twirled;96;745.66;-0.16
twirler;5;812.56;0.19
twirling;193;736.97;-0.08
twirlingly;0;1083;0.89
twist;9435;671.19;-0.39
twisted;6939;632.77;-0.52
twister;6117;685.16;-0.43
twisting;2092;655.88;-0.52
twists;1082;717.38;-0.37
twisty;307;679.22;-0.27
twit;1498;867.16;0.2
twitch;786;717.83;-0.2
twitched;300;729.16;-0.04
twitcher;4;776;0.21
twitching;572;697.07;-0.38
twitter;29;830.13;0.03
twittered;6;744;0.02
twittering;36;801.28;0.22
two;456473;541.06;-0.78
twofaced;5;856.81;0.38
twofold;316;801.58;0.02
twopence;20;1135.86;12785
twopenny;20;1068.17;0.74
twos;184;743.14;-0.05
twosome;66;918.2;0.47
twotiming;0;807.8;0.57
tycoon;694;714.96;-0.23
tying;1749;791.97;0.02
tyke;111;787.54;0.16
tyler;2646;693.61;-0.25
type;157464;563.79;-0.8
typecast;146;808.39;-0.02
typed;5642;600.9;-0.59
typeface;888;822.4;0.12
types;45567;570.41;-0.77
typescript;69;905.32;0.52
typeset;594;1032;0.61
typesetting;1048;915.59;0.37
typewrite;9;854.26;0.05
typewriter;1111;716.16;-0.29
typewriters;349;850.65;0.1
typewriting;14;761.61;-0.13
typewritten;187;883.91;0.05
typhoid;245;809.85;0.19
typhoon;1691;757.48;-0.14
typhus;94;934.33;0.6
typical;21919;616.85;-0.53
typicality;1;865.1;0.38
typically;15489;728.23;-0.35
typified;145;731.83;0.12
typify;84;803.6;0.19
typifying;7;949.95;0.53
typing;12039;623.87;-0.57
typographic;248;935.81;0.56
typography;484;869.71;0.54
typology;257;981.61;0.7
tyrannical;538;710.4;0.19
tyrannize;19;911.73;0.45
tyrannosaurus;67;1003.96;0.92
tyranny;2708;713.38;-0.27
tyrant;867;769.12;-0.16
tyrants;1130;711.88;-0.17
tyson;1557;652.3;-0.44
ubiquitous;914;939.22;0.51
ubiquity;89;978.35;0.67
udder;133;783.61;0.11
uganda;421;828.38;0.26
ugh;1931;792.05;0.15
uglier;349;736.33;-0.22
ugliness;399;887;0.23
ugly;11466;574.29;-0.74
ukrainian;2658;894.1;0.33
ukrainians;598;945.92;0.55
ukulele;64;891.17;0.59
ulcer;398;697.69;-0.28
ulcerate;4;1001.63;0.73
ulcerated;13;1021.67;0.69
ulceration;150;915.42;0.7
ulcerations;48;1123.61;45261
ulna;16;904.33;0.71
ulterior;402;955.46;0.48
ultimate;16369;653.69;-0.4
ultimately;8695;715.14;-0.18
ultimatum;304;953.19;0.58
ultramarine;40;1057.5;45108
ultramodern;5;1079.96;44927
ultrasonic;566;906.27;0.38
ultrasonically;7;1184.15;44562
ultraviolet;1183;829.58;0.07
umber;69;799.9;0.48
umbilical;251;983.58;0.4
umbrage;149;1009.75;28491
umbrella;1930;655.21;-0.28
umbrellas;239;766.86;-0.16
umpire;1051;882.5;0.24
umpteen;268;1204.5;45108
umpteenth;213;1048.58;44958
unabashed;192;863.4;0.28
unabated;208;1094.15;0.93
unable;24024;627.75;-0.59
unabridged;475;812.08;0.4
unacceptable;3459;735.23;-0.2
unaccompanied;165;1011.18;0.78
unaccountable;104;789.73;0.12
unaccountably;59;876.31;0.47
unaccustomed;111;919.58;0.42
unachievable;29;1001;0.8
unachieved;3;910.1;0.49
unacknowledged;105;1059.62;0.92
unacquainted;31;995.96;0.82
unadjusted;26;981.31;0.67
unadopted;12;918.48;0.57
unadorned;77;1052.81;0.92
unadulterated;341;1090.48;0.69
unadvised;2;905.1;0.41
unaffected;849;808;-0.07
unafraid;103;901.67;0.31
unaggressive;7;908.58;0.52
unaided;164;859;0.63
unalienable;382;1075.21;0.71
unalloyed;122;1118.22;44562
unalterable;60;1096.72;0.98
unalterably;27;1103.15;45078
unambiguity;3;1049;0.86
unambiguous;720;1036.59;0.75
unamused;18;901.73;0.56
unanalyzed;3;1105.43;0.92
unanimity;147;970;0.41
unanimous;914;846.93;0.49
unanimously;625;828.14;0.17
unannounced;315;771.79;0.16
unanswerable;154;965.9;0.53
unanswered;1319;863.59;0.08
unappeasable;3;1172.22;1
unappeasably;0;1082.3;44562
unappreciated;107;863.1;0.34
unapproachable;29;795.3;0.14
unarm;6;814.48;0.12
unarmed;1365;825.79;-0.1
unashamedly;106;1183.07;45139
unasked;87;920.31;0.58
unassisted;212;817.83;0.32
unassuming;135;942.59;0.49
unasterisked;1;1048.5;42005
unattached;517;814.83;-0.08
unattainable;201;781.34;0.22
unattended;914;743.88;-0.17
unattractive;595;857.88;0.35
unauthentic;8;893.44;0.54
unauthorized;2869;773.36;0.02
unavailable;3738;704.39;-0.26
unavailing;16;1111.73;44927
unavoidable;950;907.3;0.19
unavoidably;139;929.06;0.51
unaware;3882;715.78;-0.24
unawareness;43;794.48;0.26
unawares;97;890.81;0.28
unbalance;163;870.9;0.18
unbalanced;1398;729.1;-0.2
unbearable;989;834.63;-0.06
unbearably;181;741.55;-0.01
unbeatable;631;859.27;0.22
unbeaten;238;734.47;-0.09
unbecoming;185;1036.04;0.95
unbeknownst;239;1166.62;13516
unbelievable;3169;787.79;-0.11
unbelievably;1499;792.39;0.04
unbeliever;187;693.69;-0.28
unbelieving;127;750;-0.13
unbend;25;737;-0.24
unbent;24;852.42;0.32
unbiased;1847;823.83;0.01
unbidden;59;915.53;0.42
unbind;80;834.11;0.14
unblemished;115;868.43;0.26
unblinkingly;5;911.21;0.74
unblushing;0;813.97;0.16
unborn;1415;705.82;-0.3
unbound;346;654.36;-0.29
unbounded;266;855.84;0.26
unbreakable;531;702.81;-0.27
unbridled;330;774.46;0.15
unbroken;462;596.84;-0.57
unbuckle;39;808.78;-0.04
unburden;26;831.62;0.1
unburdened;28;819.48;0.28
unburned;68;833.88;0
unbutton;174;770.76;-0.06
uncanny;4057;729.68;-0.16
uncap;9;804.61;0
uncaused;39;825.17;0.19
unceasing;59;807.89;-0.02
unceasingly;34;1077.9;0.57
unceremonious;8;1074.26;0.92
uncertain;2864;667.44;-0.32
uncertainties;484;1019.39;45170
uncertainty;2907;810.85;0.2
uncertified;62;824.94;0.12
unchallenged;924;778.52;-0.01
unchangeable;148;803.84;0.16
unchanged;2010;638;-0.5
unchanging;282;768.38;-0.04
uncharged;56;685.44;-0.29
uncharitable;55;962.67;0.63
uncharted;267;783.09;0.05
unchecked;705;819.97;0.08
unchristian;69;1072.32;12785
uncircumcision;36;1289.06;23012
uncivil;116;879.4;0.28
unclad;25;714.86;0.01
unclaimed;204;711.38;-0.36
unclasping;6;862.81;0.25
uncle;10780;621.14;-0.57
unclean;601;661.79;-0.36
unclear;3993;696.06;-0.49
unclenched;11;969.21;0.56
uncles;459;804.4;0.01
uncle's;298;609.12;-0.58
unclouded;28;914.89;0.42
uncluttered;73;852.71;0.16
uncoiling;10;884.81;0.22
uncolored;40;787.61;-0.01
uncombable;0;797;0.37
uncomfortable;5558;787.84;0.05
uncomfortably;380;905.29;0.32
uncomforted;1;982.72;0.82
uncommitted;186;736.13;-0.15
uncommon;19316;759.35;-0.18
uncommonly;108;768.8;-0.03
uncommunicative;39;984.19;0.91
uncomplainingly;0;1063.7;45078
uncompromising;241;909.23;0.41
unconcern;13;913.1;0.08
unconcerned;307;817.82;0.11
unconcernedly;7;1150.24;16072
unconditional;1206;751.55;-0.01
unconditioned;51;803.09;0.09
unconnected;305;775.69;-0.03
unconquerable;54;929.85;0.52
unconscionable;202;1073.85;43466
unconscious;2702;789.84;0.07
unconsciously;629;949.6;0.41
unconstitutional;3593;803.06;0.15
uncontrollable;687;875.61;0.24
uncontrolled;1069;831.22;0.09
unconventional;905;981.74;0.56
unconvincing;290;922.63;0.43
uncooperative;240;1064.09;0.67
uncork;33;829.58;0.08
uncorked;34;714.19;-0.22
uncounted;95;811.17;-0.13
uncouple;32;867.48;0.21
uncourageous;0;954.19;0.68
uncousinly;0;893.33;0.47
uncouth;161;902.67;0.5
uncover;941;739.63;-0.19
uncovered;1942;640.54;-0.4
uncritical;160;921.64;0.57
uncritically;165;1026.52;1
uncross;31;790.97;0.07
uncrushable;0;1024.14;0.69
unction;31;1037;0.58
uncurled;34;792.83;0.15
uncut;1267;712.39;-0.23
undamaged;345;822;0.1
undated;61;689.96;-0.35
undaunted;151;853.83;0.07
undecided;1136;670.26;-0.42
undeclared;173;787.72;-0.1
undecorated;32;937.93;0.65
undedicated;2;932.78;0.36
undefended;129;949.07;0.77
undefined;3621;805.58;0.07
undemocratic;293;998.07;0.88
undemonstrative;3;1179.78;45017
undeniable;875;838.03;0.19
undeniably;389;776.21;0.02
undependable;35;850.23;0.41
undepicted;0;937.63;0.58
under;250435;576.29;-0.77
underachievers;38;1318.13;44986
underact;0;909.32;0.49
underage;532;979.56;0.5
underarm;125;861.69;0.15
underbelly;101;867.48;0.34
underbid;23;869.93;0.21
underbrush;90;844.31;0.28
undercarriage;103;955.87;0.55
undercharge;11;885.47;0.3
underclassman;12;962.73;0.72
underclothes;20;769.16;-0.03
underclothing;86;891.26;0.42
undercoat;381;766.58;0.05
undercover;3149;775.5;-0.26
undercurrent;150;879.79;0.32
undercut;434;727.74;-0.21
underdeveloped;379;1127.47;44927
underdog;391;739.25;-0.22
underdone;15;754.37;0.05
undereducated;261;1051.71;14246
underestimate;1521;954.24;0.72
underestimated;556;1116.12;0.88
underexpose;35;1097.31;1
underexposure;51;1104.25;0.96
underfed;53;1078.41;0.73
underfloor;12;915.32;0.45
underfoot;197;748.88;-0.23
undergarment;41;859.21;0.13
undergo;1648;767.16;-0.01
undergoes;275;826.94;0.28
undergoing;1559;676.94;-0.31
undergone;925;672.89;-0.41
undergrad;1568;886.47;0.28
undergraduate;4700;838.23;0.07
undergraduates;496;948.53;0.19
underground;11952;687.12;-0.3
undergrowth;110;699.31;-0.29
underhand;77;775.22;-0.04
underhanded;321;863.2;0.07
underhandedness;16;1021.78;0.89
underhung;11;987.05;0.93
underlay;59;765.33;-0.23
underlie;188;812.59;0.08
underlies;215;749.18;-0.13
underline;829;648.15;-0.35
underlined;951;791.03;-0.01
underling;114;930.7;0.36
underlining;399;867.28;0.44
underlying;6127;712.37;-0.16
undermanned;26;985.48;0.89
undermentioned;3;1126.1;0.9
undermine;1573;778.68;-0.1
undermined;455;967.43;0.54
undermining;568;998.7;0.5
underneath;5193;701.66;-0.28
undernourish;1;1071.19;0.97
underpaid;363;714.56;-0.22
underpants;654;709.79;-0.29
underpass;68;761.26;-0.04
underpay;16;794.19;0.1
underpin;41;792.07;0.01
underpinning;141;954.72;0.81
underpins;33;887.04;0.37
underplay;93;743.53;-0.15
underplayed;31;762.71;0.14
underpopulated;13;1081.78;0.99
underprivileged;150;1010.66;0.66
underproduction;3;1168.81;45017
underproof;0;779.75;-0.01
underquote;1;1035.23;0.71
underrate;54;951.29;0.53
underrated;868;859.19;0.08
underscore;686;736.33;-0.06
underscored;247;930.34;0.36
undersea;363;904.9;0.24
undersecretary;124;1146.45;42005
undersell;16;942.93;0.57
undersexed;15;1000.29;0.68
undershirt;61;776.97;-0.04
undershoot;18;810.7;0.1
underside;1171;804.71;-0.04
undersign;0;737.27;-0.04
undersize;29;695.76;-0.29
undersized;167;754.71;-0.2
understaffed;102;988.96;0.56
understand;107528;743.09;-0.22
understandable;3055;988.1;0.55
understandably;741;953.03;0.87
understanded;2;763.6;0.01
understanding;39902;718.62;-0.23
understandingly;13;890.6;0.38
understandings;361;974.93;0.57
understands;4431;758.52;-0.05
understate;78;859.61;0.14
understated;296;896.5;0.36
understatement;713;888.38;0.23
understates;47;854.55;0.24
understock;3;913.38;0.35
understood;13517;622.03;-0.47
understructure;1;1118.73;0.81
understudy;151;810.17;0.16
undertake;1294;693.97;-0.34
undertaken;1551;734.94;-0.02
undertaker;556;751.91;-0.07
undertakes;114;737.55;-0.11
undertaking;1380;705.73;-0.32
undertakings;165;817.89;0.11
undertone;61;790.84;-0.03
undertook;263;649.24;-0.48
undertow;1581;850.41;0.13
undervaluation;6;1202.59;45658
undervalue;41;836.7;0.43
underwater;2479;766.97;-0.2
underway;2531;878.37;-0.03
underwear;3400;671.91;-0.43
underweight;109;762.36;-0.12
underwent;538;878.8;0.42
underwood;1048;883.23;0.2
underwood's;17;775.72;0.01
underworld;5785;678.45;-0.29
underwrite;205;861.45;0.2
underwriter;267;863.09;0.15
underwriters;177;810.09;0.28
underwriting;326;890.66;0.37
undeserved;228;837.87;0.34
undesirable;1583;762.44;-0.09
undetectable;426;768.94;0.04
undetected;489;787.5;-0.09
undetermined;361;867.79;0.23
undeterred;55;1035.57;0.69
undeveloped;403;814.91;0.13
undid;434;919.43;0.36
undies;323;831.83;0.37
undifferentiated;119;1024.25;44958
undigested;80;969.3;0.31
undignified;76;1010.84;0.6
undiluted;122;1041.24;0.81
undiminished;27;852.19;0.57
undimmed;8;920.54;0.54
undisciplined;181;932.73;0.32
undisclosed;297;917.26;0.46
undisguised;41;1046.11;0.73
undismayed;1;901.18;0.59
undisputed;443;903.27;0.22
undistinguished;62;997.24;0.81
undisturbed;308;872.29;0.3
undivided;287;765.15;-0.09
undo;2398;613.48;-0.51
undock;3;1053.08;0.37
undoing;2170;752.25;-0.07
undomesticated;18;1089.11;0.9
undone;692;686.03;-0.33
undoubtedly;3473;904.17;0.34
undreamed;62;885.68;0.3
undreamt;15;1106;0.96
undress;580;657.97;-0.42
undressed;530;696.03;-0.45
undressing;279;697.03;-0.19
undrinkable;30;986.06;0.44
undue;1087;785.81;-0.04
undulate;34;828.2;0.19
undulated;43;870.38;0.49
undulating;167;895.68;0.53
unduly;429;816.24;0.2
undying;376;766.6;0.04
unearned;292;862.17;0.12
unearth;197;784;0.01
unearthed;416;839.82;0.26
unease;163;898.68;0.09
uneasily;92;832.84;0.03
uneasiness;123;861.12;0.14
uneasy;797;636.97;-0.48
uneaten;40;851.13;0.13
uneconomic;53;1049.37;0.87
uneconomical;95;1145.71;44986
uneducated;1235;868.35;0.28
unemotional;97;931.29;0.5
unemployable;118;988.9;0.58
unemployed;2488;713.73;-0.2
unemployment;5064;903.9;0.34
unending;322;1106.92;0.96
unendurable;35;1222.83;13881
unenlightened;314;1146.88;41275
unenthusiastic;43;1125.04;45047
unenviable;80;984.44;41275
unequal;781;742.08;-0.34
unequaled;79;836.65;0.07
unequalled;60;894.14;0.46
unequivocal;270;939.88;0.52
unequivocally;500;975.85;0.83
unerring;75;863.43;0.66
unerringly;68;1076.8;0.96
uneven;1235;736.07;-0.27
uneventful;255;974.57;0.61
unexceptionable;10;1086.46;44927
unexpected;4257;703.27;-0.24
unexpectedly;1098;885.81;0.19
unexpended;7;964.4;0.51
unexplainable;214;899;0.28
unexplained;1026;870.97;0.19
unexplored;261;708.87;-0.22
unfailing;49;793.23;-0.03
unfailingly;79;1087.74;42005
unfair;6396;637.29;-0.59
unfaithful;233;736;-0.22
unfaltering;3;967.69;0.73
unfalteringly;2;1053.67;0.95
unfamiliar;3185;795.73;-0.11
unfastened;138;827.68;0.41
unfathomable;192;983;0.83
unfavorable;498;796.97;-0.01
unfeeling;184;704.15;-0.32
unfeigned;10;1060.9;0.94
unfenced;19;909.64;0.25
unfertile;3;905.36;0.58
unfertilized;78;864.86;0.37
unfettered;329;842.18;0.35
unfinished;1349;748.09;-0.09
unfit;805;739.71;-0.22
unfitting;9;803.06;0.04
unfixed;75;721.79;-0.13
unflagging;22;1032.64;0.8
unflappable;39;1063.52;0.85
unflattering;179;802.47;0.21
unflinching;178;1057.33;0.66
unfold;583;607.65;-0.51
unfolded;315;685.55;-0.4
unfolding;508;655.74;-0.43
unfoldment;160;925.1;0.55
unfolds;278;688.52;-0.27
unforeseen;269;963.1;0.44
unforgettable;681;792.74;-0.06
unforgivable;240;797.78;0
unformed;48;816.19;0.26
unforseen;251;793.93;0.05
unfortunate;6083;794.6;-0.07
unfortunately;44809;883.03;0.18
unfortunates;168;891.03;0.65
unfounded;1390;817.85;-0.07
unfrequented;7;882.43;0.43
unfriendly;741;722.38;-0.25
unfrocking;0;920;0.63
unfrosted;10;946.41;0.32
unfrozen;83;718.52;-0.31
unfruitful;23;1024.26;0.67
unfulfilled;258;954.16;0.44
unfurl;33;919.05;0.41
unfurled;97;821.45;0.1
unfurnished;31;811.74;0.06
ungainly;87;939.73;0.32
ungallant;6;1018.44;0.95
ungenerous;20;1203.59;45078
unglamorous;29;986.1;0.61
unglazed;38;830.77;0.29
unglued;83;822.29;0.34
ungodly;325;916.27;0.34
ungovernable;29;1130.07;44927
ungoverned;17;957.53;0.61
ungracious;47;852.75;0.48
ungrateful;337;808.64;0.04
ungratified;6;940.94;0.66
ungrudging;1;1054.52;0.81
unguarded;147;752.47;-0.15
unguided;68;1000.73;0.55
unhand;6;846.19;0.1
unhappiest;12;760.1;-0.03
unhappily;156;671.15;-0.32
unhappiness;493;750.03;-0.2
unhappy;3795;616.32;-0.6
unharmonious;0;1026.74;0.99
unhealthy;1277;703.34;-0.36
unheard;1001;691.45;-0.26
unheated;106;840.94;0.06
unheeded;100;847.6;0.48
unheeding;7;977.36;0.62
unhesitant;0;837;0.32
unhesitatingly;39;1122.87;45170
unhinge;7;951.42;0.43
unhinged;55;871.22;0.45
unhitched;11;982.25;0.64
unholy;3945;711.94;-0.3
unhook;128;693.38;-0.41
unhorse;3;985.73;0.65
unhurried;81;761.61;0.07
unhurriedly;9;941.67;0.4
unhurt;74;759;-0.25
unicorn;3548;689.84;-0.29
unidentified;1406;934.9;0.29
unidirectional;178;1093.94;46753
unification;2629;908.72;0.43
unifications;14;1060.61;44986
unified;3184;829.43;0.16
unifies;164;840.27;0.12
uniform;8113;570.94;-0.69
uniformed;579;691.72;-0.15
uniformity;481;902.66;0.56
uniformly;1029;816.55;0.02
uniforms;2674;727.42;-0.23
unify;1144;666.42;-0.37
unifying;514;1023.18;0.49
unilateral;612;962.83;0.66
unilaterally;524;959.75;45108
unimaginable;358;905.4;0.44
unimaginative;279;1004.32;0.89
unimpaired;33;1005.7;0.84
unimpeachable;88;1210.19;17168
unimpeachably;3;1179.83;21186
unimportant;1716;976.26;0.41
unimposing;5;1090.08;0.86
unimpressed;419;965.8;0.53
unimpressive;180;1096.93;0.95
unimproved;61;898.52;0.56
uninfluenced;25;1192.13;13881
uninformed;1596;926.68;0.44
uninhabitable;94;1141.16;43101
uninhibited;310;906.69;0.38
uninitiate;10;1152.57;0.98
uninitiated;387;918.67;0.67
uninjectable;0;1255.88;44986
uninjured;64;992.67;0.45
uninominal;4;1278.13;17899
uninspired;228;939.93;0.44
unintelligible;402;1078.22;0.79
unintended;568;760.61;0.17
uninterested;371;986.32;0.71
uninteresting;649;816.31;0.57
uninterrupted;520;936.27;0.46
uninterruptedly;7;1075.05;45170
uninvited;196;910.84;0.27
uninvolved;135;909.69;0.57
union;30591;622.21;-0.53
unionist;514;695.15;-0.11
unionization;31;1058.92;0.82
unionize;38;906.08;0.39
unions;4016;705.72;-0.46
union's;490;714.07;-0.44
unique;24825;639.39;-0.67
uniquely;1418;870.44;0.1
uniqueness;698;748.61;-0.04
unisex;522;685.16;-0.16
unison;860;817.57;0.15
unit;42634;621.47;-0.62
unitarian;476;974.74;0.66
unitarianism;27;1082.92;0.98
unitarians;83;1161.45;41640
unite;2309;617.94;-0.53
united;82140;685.26;-0.35
unities;12;742.2;0.05
uniting;493;900.76;0.45
unitized;18;984.77;0.5
units;25578;631.09;-0.49
unity;5213;628.82;-0.59
univalent;3;1538.75;26665
universal;17449;652.07;-0.42
universalistic;10;932.67;0.83
universality;349;1028.61;0.63
universalize;10;924.15;0.51
universally;2635;843.06;0.07
universals;116;737;-0.13
universe;35314;637.21;-0.52
universities;8791;854.67;0.32
university;238281;811.09;-0.15
university's;1578;1009.82;0.5
unjust;1787;739.03;-0.26
unjustifiable;141;910.43;0.52
unjustified;649;736.65;-0.15
unkempt;74;868.89;0.07
unkind;313;633.88;-0.55
unknowing;229;747.72;-0.29
unknowingly;515;757.29;-0.02
unknown;22330;620.38;-0.62
unknowns;369;673.45;-0.45
unlaced;38;763.19;-0.04
unlacing;6;892.39;0.35
unlamented;31;966.97;0.76
unlawful;1373;707.97;-0.18
unlearn;165;727.74;-0.13
unleash;642;671.66;-0.45
unleashed;1175;639.39;-0.42
unleashing;211;742.27;-0.12
unleavened;93;785.3;0.3
unless;97713;704.84;-0.32
unlettered;51;1004.46;0.83
unlicensed;392;795.1;0.16
unlike;18198;586.9;-0.55
unlikely;12464;687.59;-0.39
unlimited;25106;754.33;-0.23
unlined;36;795.29;0.03
unlinked;72;837.82;0.09
unlisted;695;726.62;-0.23
unliterary;0;1236.32;44197
unload;1880;644;-0.47
unloaded;926;738.9;-0.25
unloader;10;812;-0.02
unloading;664;718.25;-0.34
unloads;136;674.06;-0.42
unlock;1507;574.59;-0.68
unlocked;816;678.53;-0.48
unlocking;263;672;-0.4
unlocks;221;623.09;-0.52
unloose;31;879.61;0.21
unlovely;15;782.48;0.09
unluckily;50;742.42;-0.12
unlucky;1121;610.44;-0.61
unmade;48;860.67;0.18
unmagnified;1;1098.14;0.93
unmalicious;0;1282.65;45231
unmanageable;179;1002.53;0.78
unmanageably;8;1074.43;45231
unmanaged;97;895.07;0.39
unmannered;2;1098.16;0.99
unmarked;858;682.5;-0.32
unmarried;1112;669.18;-0.42
unmask;95;788.81;-0.19
unmasked;211;671.84;-0.35
unmatched;446;814.1;0.02
unmated;2;941.21;0.62
unmeasured;28;925.39;0.38
unmentionable;116;1057.63;0.98
unmeritorious;3;1219.7;45231
unmethodical;6;1097.3;45231
unmindful;25;965.77;0.56
unmistakable;465;901.73;0.61
unmistakably;113;975.93;0.81
unmitigated;259;1008.13;0.9
unmixed;41;724;0
unmodified;804;997.26;0.77
unmolested;145;900.48;0.59
unmotivated;127;803.52;0.32
unmoved;117;736.34;-0.18
unmurmuring;0;1174.39;44562
unnameable;28;1202.11;16438
unnamed;1457;930.07;0.33
unnatural;1726;743.15;-0.01
unnaturally;143;866.55;0.27
unnaturalness;10;1052.05;44958
unnecessarily;1397;945;0.38
unnecessary;6223;815.81;-0.02
unneeded;705;945.24;0.73
unnerve;32;874.2;0.39
unnerving;220;948.94;0.35
unnoticed;962;784.6;0.08
unnourished;1;1054.81;0.93
unnumbered;259;972.04;45047
uno;4219;806.23;0.03
unobtainable;149;1117.17;44927
unobtrusive;227;923.36;0.51
unobtrusively;79;1006.69;0.98
unoccupied;223;844.29;0.15
unofficial;5300;916.25;0.51
unofficially;344;884.57;0.57
unopened;4632;886.81;0.26
unorthodox;472;934.79;0.56
unpack;1392;682.94;-0.41
unpacking;443;748;-0.09
unpadded;29;842.24;0.26
unpaid;729;672.03;-0.36
unpaintable;0;1069.14;0.79
unpaired;25;801.93;0.1
unparalleled;813;990.42;0.63
unpatriotic;58;1094;0.99
unpaved;59;703.45;-0.33
unperceived;8;907.13;0.49
unperformed;1;1146.1;45108
unpick;23;789.7;-0.07
unpicturesque;0;1172.86;44986
unplayable;444;916.52;0.48
unpleasant;3053;661.26;-0.38
unpleasantly;113;763.78;-0.06
unpleasantness;228;1067.93;0.78
unplowed;10;914.08;0.38
unplumbed;6;970.13;0.74
unpopular;1496;704;-0.34
unprecedented;2091;1063;0.95
unpredictable;1750;885.64;0.39
unpredictably;118;954.75;0.3
unprejudiced;47;1009.21;0.81
unpremeditated;3;1206.22;43101
unprepared;523;781.41;-0.09
unpretentious;103;1040.43;44986
unprincipled;122;960.62;0.68
unprintable;192;892.87;0.39
unproblematic;34;1178.85;45261
unprocurable;0;1266.58;24108
unproductive;554;971.48;0.28
unprofessional;555;943.71;0.54
unprofitable;266;992.1;0.67
unpromising;24;1096.79;0.7
unprompted;10;906.58;0.38
unprotected;1128;802.5;0.17
unproved;55;1020.57;0.53
unprovocative;0;1171.82;42736
unprovoked;320;998.03;0.58
unpublished;1412;978.81;0.76
unpunished;288;811.22;0.17
unqualified;698;869.42;0.14
unqualifiedly;6;1102.55;0.95
unquenched;10;832.52;0.39
unquestionable;217;937.53;0.58
unquestionably;492;1000.24;0.42
unquestioned;187;874.33;0.36
unquestioningly;68;1099.17;45231
unquiet;44;877.05;0.28
unravel;315;666.77;-0.29
unreadable;1571;856.24;0.1
unready;65;681.56;-0.2
unreal;956;673.88;-0.42
unrealism;13;778.1;0.08
unrealistic;1949;730.74;-0.15
unrealistically;141;1113.93;0.83
unreason;70;793.43;-0.08
unreasonable;4047;757.06;-0.15
unreasonably;348;801.58;0.05
unreasoning;74;898.03;0.27
unrecognizable;239;974.21;0.59
unrecognized;486;990.52;0.59
unreconstructed;96;1151.59;45017
unrecoverable;284;1092.6;0.89
unredeemed;25;1043.43;0.82
unreeling;0;927.82;0.39
unreflective;10;1107.77;45261
unrehearsed;51;998.57;0.49
unrelated;3940;676.1;-0.23
unreleased;1363;766.41;0.06
unrelenting;269;999.56;0.61
unreliability;160;1018.93;0.62
unreliable;2672;759.34;0.02
unrelieved;26;1005.69;0.65
unremarkable;195;827.44;0.24
unremitting;32;1013.48;0.68
unrepentant;230;1167.78;45017
unrequited;126;913.68;0.59
unreserved;62;923.13;0.48
unreservedly;91;1073.12;44958
unresolved;1115;817.61;0.31
unresponsive;491;933.37;0.67
unrest;1188;691.66;-0.28
unrestrained;378;988.1;0.51
unrestricted;1248;1002;0.48
unrevealing;3;923.48;0.63
unrewarding;41;810.06;0.24
unrifled;0;1144.94;1
unripe;47;961.17;0.26
unrivalled;45;958;0.69
unroll;97;651.82;-0.36
unrolled;75;741.04;-0.13
unromantic;29;1103.19;45170
unruffled;25;895.5;0.33
unruly;317;775.77;-0.17
unsaddle;0;927.94;0.42
unsafe;1688;696.79;-0.39
unsaid;177;711.45;-0.22
unsalted;176;879.16;0.01
unsatisfactory;609;945.48;0.55
unsaturated;141;761.48;0
unsavory;251;845.37;0.29
unscathed;289;856.96;0.18
unschooled;28;948.96;0.68
unscientific;553;1000.74;0.7
unscramble;81;815.45;0.13
